date,day,quarter,package,browser_rum_downloads
2023-11-03,2023-11-03,2023Q4,@datadog/browser-rum,0
2023-11-04,2023-11-04,2023Q4,@datadog/browser-rum,37938
2023-11-05,2023-11-05,2023Q4,@datadog/browser-rum,34600
2023-11-06,2023-11-06,2023Q4,@datadog/browser-rum,257697
2023-11-07,2023-11-07,2023Q4,@datadog/browser-rum,267004
2023-11-08,2023-11-08,2023Q4,@datadog/browser-rum,269870
2023-11-09,2023-11-09,2023Q4,@datadog/browser-rum,267515
2023-11-10,2023-11-10,2023Q4,@datadog/browser-rum,202576
2023-11-11,2023-11-11,2023Q4,@datadog/browser-rum,34564
2023-11-12,2023-11-12,2023Q4,@datadog/browser-rum,34684
2023-11-13,2023-11-13,2023Q4,@datadog/browser-rum,257529
2023-11-14,2023-11-14,2023Q4,@datadog/browser-rum,279016
2023-11-15,2023-11-15,2023Q4,@datadog/browser-rum,266246
2023-11-16,2023-11-16,2023Q4,@datadog/browser-rum,268968
2023-11-17,2023-11-17,2023Q4,@datadog/browser-rum,229066
2023-11-18,2023-11-18,2023Q4,@datadog/browser-rum,36749
2023-11-19,2023-11-19,2023Q4,@datadog/browser-rum,28322
2023-11-20,2023-11-20,2023Q4,@datadog/browser-rum,235385
2023-11-21,2023-11-21,2023Q4,@datadog/browser-rum,254477
2023-11-22,2023-11-22,2023Q4,@datadog/browser-rum,240295
2023-11-23,2023-11-23,2023Q4,@datadog/browser-rum,164381
2023-11-24,2023-11-24,2023Q4,@datadog/browser-rum,135256
2023-11-25,2023-11-25,2023Q4,@datadog/browser-rum,24393
2023-11-26,2023-11-26,2023Q4,@datadog/browser-rum,28488
2023-11-27,2023-11-27,2023Q4,@datadog/browser-rum,248094
2023-11-28,2023-11-28,2023Q4,@datadog/browser-rum,271567
2023-11-29,2023-11-29,2023Q4,@datadog/browser-rum,269028
2023-11-30,2023-11-30,2023Q4,@datadog/browser-rum,247509
2023-12-01,2023-12-01,2023Q4,@datadog/browser-rum,215995
2023-12-02,2023-12-02,2023Q4,@datadog/browser-rum,35284
2023-12-03,2023-12-03,2023Q4,@datadog/browser-rum,31265
2023-12-04,2023-12-04,2023Q4,@datadog/browser-rum,233711
2023-12-05,2023-12-05,2023Q4,@datadog/browser-rum,252290
2023-12-06,2023-12-06,2023Q4,@datadog/browser-rum,250663
2023-12-07,2023-12-07,2023Q4,@datadog/browser-rum,243717
2023-12-08,2023-12-08,2023Q4,@datadog/browser-rum,197346
2023-12-09,2023-12-09,2023Q4,@datadog/browser-rum,33088
2023-12-10,2023-12-10,2023Q4,@datadog/browser-rum,27375
2023-12-11,2023-12-11,2023Q4,@datadog/browser-rum,234806
2023-12-12,2023-12-12,2023Q4,@datadog/browser-rum,257891
2023-12-13,2023-12-13,2023Q4,@datadog/browser-rum,255717
2023-12-14,2023-12-14,2023Q4,@datadog/browser-rum,246997
2023-12-15,2023-12-15,2023Q4,@datadog/browser-rum,211532
2023-12-16,2023-12-16,2023Q4,@datadog/browser-rum,38791
2023-12-17,2023-12-17,2023Q4,@datadog/browser-rum,30882
2023-12-18,2023-12-18,2023Q4,@datadog/browser-rum,229857
2023-12-19,2023-12-19,2023Q4,@datadog/browser-rum,243896
2023-12-20,2023-12-20,2023Q4,@datadog/browser-rum,243651
2023-12-21,2023-12-21,2023Q4,@datadog/browser-rum,211686
2023-12-22,2023-12-22,2023Q4,@datadog/browser-rum,141320
2023-12-23,2023-12-23,2023Q4,@datadog/browser-rum,24071
2023-12-24,2023-12-24,2023Q4,@datadog/browser-rum,18905
2023-12-25,2023-12-25,2023Q4,@datadog/browser-rum,44518
2023-12-26,2023-12-26,2023Q4,@datadog/browser-rum,74112
2023-12-27,2023-12-27,2023Q4,@datadog/browser-rum,102862
2023-12-28,2023-12-28,2023Q4,@datadog/browser-rum,103912
2023-12-29,2023-12-29,2023Q4,@datadog/browser-rum,81070
2023-12-30,2023-12-30,2023Q4,@datadog/browser-rum,19914
2023-12-31,2023-12-31,2023Q4,@datadog/browser-rum,16881
2024-01-01,2024-01-01,2024Q1,@datadog/browser-rum,32168
2024-01-02,2024-01-02,2024Q1,@datadog/browser-rum,183221
2024-01-03,2024-01-03,2024Q1,@datadog/browser-rum,211893
2024-01-04,2024-01-04,2024Q1,@datadog/browser-rum,224733
2024-01-05,2024-01-05,2024Q1,@datadog/browser-rum,203701
2024-01-06,2024-01-06,2024Q1,@datadog/browser-rum,35021
2024-01-07,2024-01-07,2024Q1,@datadog/browser-rum,28263
2024-01-08,2024-01-08,2024Q1,@datadog/browser-rum,218300
2024-01-09,2024-01-09,2024Q1,@datadog/browser-rum,247297
2024-01-10,2024-01-10,2024Q1,@datadog/browser-rum,256273
2024-01-11,2024-01-11,2024Q1,@datadog/browser-rum,248909
2024-01-12,2024-01-12,2024Q1,@datadog/browser-rum,215686
2024-01-13,2024-01-13,2024Q1,@datadog/browser-rum,33694
2024-01-14,2024-01-14,2024Q1,@datadog/browser-rum,27880
2024-01-15,2024-01-15,2024Q1,@datadog/browser-rum,167308
2024-01-16,2024-01-16,2024Q1,@datadog/browser-rum,272101
2024-01-17,2024-01-17,2024Q1,@datadog/browser-rum,292158
2024-01-18,2024-01-18,2024Q1,@datadog/browser-rum,259215
2024-01-19,2024-01-19,2024Q1,@datadog/browser-rum,229918
2024-01-20,2024-01-20,2024Q1,@datadog/browser-rum,42037
2024-01-21,2024-01-21,2024Q1,@datadog/browser-rum,32536
2024-01-22,2024-01-22,2024Q1,@datadog/browser-rum,261669
2024-01-23,2024-01-23,2024Q1,@datadog/browser-rum,291290
2024-01-24,2024-01-24,2024Q1,@datadog/browser-rum,267275
2024-01-25,2024-01-25,2024Q1,@datadog/browser-rum,270145
2024-01-26,2024-01-26,2024Q1,@datadog/browser-rum,219717
2024-01-27,2024-01-27,2024Q1,@datadog/browser-rum,36471
2024-01-28,2024-01-28,2024Q1,@datadog/browser-rum,29058
2024-01-29,2024-01-29,2024Q1,@datadog/browser-rum,252056
2024-01-30,2024-01-30,2024Q1,@datadog/browser-rum,271815
2024-01-31,2024-01-31,2024Q1,@datadog/browser-rum,274717
2024-02-01,2024-02-01,2024Q1,@datadog/browser-rum,273547
2024-02-02,2024-02-02,2024Q1,@datadog/browser-rum,239772
2024-02-03,2024-02-03,2024Q1,@datadog/browser-rum,33336
2024-02-04,2024-02-04,2024Q1,@datadog/browser-rum,33457
2024-02-05,2024-02-05,2024Q1,@datadog/browser-rum,252563
2024-02-06,2024-02-06,2024Q1,@datadog/browser-rum,271103
2024-02-07,2024-02-07,2024Q1,@datadog/browser-rum,264422
2024-02-08,2024-02-08,2024Q1,@datadog/browser-rum,270595
2024-02-09,2024-02-09,2024Q1,@datadog/browser-rum,223578
2024-02-10,2024-02-10,2024Q1,@datadog/browser-rum,31458
2024-02-11,2024-02-11,2024Q1,@datadog/browser-rum,25566
2024-02-12,2024-02-12,2024Q1,@datadog/browser-rum,234270
2024-02-13,2024-02-13,2024Q1,@datadog/browser-rum,261855
2024-02-14,2024-02-14,2024Q1,@datadog/browser-rum,259646
2024-02-15,2024-02-15,2024Q1,@datadog/browser-rum,274586
2024-02-16,2024-02-16,2024Q1,@datadog/browser-rum,244323
2024-02-17,2024-02-17,2024Q1,@datadog/browser-rum,31040
2024-02-18,2024-02-18,2024Q1,@datadog/browser-rum,27205
2024-02-19,2024-02-19,2024Q1,@datadog/browser-rum,190754
2024-02-20,2024-02-20,2024Q1,@datadog/browser-rum,279702
2024-02-21,2024-02-21,2024Q1,@datadog/browser-rum,282337
2024-02-22,2024-02-22,2024Q1,@datadog/browser-rum,283974
2024-02-23,2024-02-23,2024Q1,@datadog/browser-rum,235524
2024-02-24,2024-02-24,2024Q1,@datadog/browser-rum,39387
2024-02-25,2024-02-25,2024Q1,@datadog/browser-rum,36148
2024-02-26,2024-02-26,2024Q1,@datadog/browser-rum,281174
2024-02-27,2024-02-27,2024Q1,@datadog/browser-rum,300047
2024-02-28,2024-02-28,2024Q1,@datadog/browser-rum,292478
2024-02-29,2024-02-29,2024Q1,@datadog/browser-rum,289281
2024-03-01,2024-03-01,2024Q1,@datadog/browser-rum,236789
2024-03-02,2024-03-02,2024Q1,@datadog/browser-rum,43250
2024-03-03,2024-03-03,2024Q1,@datadog/browser-rum,35643
2024-03-04,2024-03-04,2024Q1,@datadog/browser-rum,273131
2024-03-05,2024-03-05,2024Q1,@datadog/browser-rum,285637
2024-03-06,2024-03-06,2024Q1,@datadog/browser-rum,277311
2024-03-07,2024-03-07,2024Q1,@datadog/browser-rum,291318
2024-03-08,2024-03-08,2024Q1,@datadog/browser-rum,228497
2024-03-09,2024-03-09,2024Q1,@datadog/browser-rum,40653
2024-03-10,2024-03-10,2024Q1,@datadog/browser-rum,33372
2024-03-11,2024-03-11,2024Q1,@datadog/browser-rum,261809
2024-03-12,2024-03-12,2024Q1,@datadog/browser-rum,285048
2024-03-13,2024-03-13,2024Q1,@datadog/browser-rum,289017
2024-03-14,2024-03-14,2024Q1,@datadog/browser-rum,292623
2024-03-15,2024-03-15,2024Q1,@datadog/browser-rum,242268
2024-03-16,2024-03-16,2024Q1,@datadog/browser-rum,36563
2024-03-17,2024-03-17,2024Q1,@datadog/browser-rum,34861
2024-03-18,2024-03-18,2024Q1,@datadog/browser-rum,278164
2024-03-19,2024-03-19,2024Q1,@datadog/browser-rum,298876
2024-03-20,2024-03-20,2024Q1,@datadog/browser-rum,288473
2024-03-21,2024-03-21,2024Q1,@datadog/browser-rum,291291
2024-03-22,2024-03-22,2024Q1,@datadog/browser-rum,237388
2024-03-23,2024-03-23,2024Q1,@datadog/browser-rum,43293
2024-03-24,2024-03-24,2024Q1,@datadog/browser-rum,37372
2024-03-25,2024-03-25,2024Q1,@datadog/browser-rum,265933
2024-03-26,2024-03-26,2024Q1,@datadog/browser-rum,186175
2024-03-27,2024-03-27,2024Q1,@datadog/browser-rum,282644
2024-03-28,2024-03-28,2024Q1,@datadog/browser-rum,256562
2024-03-29,2024-03-29,2024Q1,@datadog/browser-rum,156474
2024-03-30,2024-03-30,2024Q1,@datadog/browser-rum,35379
2024-03-31,2024-03-31,2024Q1,@datadog/browser-rum,28487
2024-04-01,2024-04-01,2024Q2,@datadog/browser-rum,194071
2024-04-02,2024-04-02,2024Q2,@datadog/browser-rum,274872
2024-04-03,2024-04-03,2024Q2,@datadog/browser-rum,301109
2024-04-04,2024-04-04,2024Q2,@datadog/browser-rum,294540
2024-04-05,2024-04-05,2024Q2,@datadog/browser-rum,243798
2024-04-06,2024-04-06,2024Q2,@datadog/browser-rum,38778
2024-04-07,2024-04-07,2024Q2,@datadog/browser-rum,31104
2024-04-08,2024-04-08,2024Q2,@datadog/browser-rum,274853
2024-04-09,2024-04-09,2024Q2,@datadog/browser-rum,298685
2024-04-10,2024-04-10,2024Q2,@datadog/browser-rum,300330
2024-04-11,2024-04-11,2024Q2,@datadog/browser-rum,308720
2024-04-12,2024-04-12,2024Q2,@datadog/browser-rum,245733
2024-04-13,2024-04-13,2024Q2,@datadog/browser-rum,40788
2024-04-14,2024-04-14,2024Q2,@datadog/browser-rum,33498
2024-04-15,2024-04-15,2024Q2,@datadog/browser-rum,298356
2024-04-16,2024-04-16,2024Q2,@datadog/browser-rum,305651
2024-04-17,2024-04-17,2024Q2,@datadog/browser-rum,310371
2024-04-18,2024-04-18,2024Q2,@datadog/browser-rum,295002
2024-04-19,2024-04-19,2024Q2,@datadog/browser-rum,252210
2024-04-20,2024-04-20,2024Q2,@datadog/browser-rum,38005
2024-04-21,2024-04-21,2024Q2,@datadog/browser-rum,33554
2024-04-22,2024-04-22,2024Q2,@datadog/browser-rum,275289
2024-04-23,2024-04-23,2024Q2,@datadog/browser-rum,291195
2024-04-24,2024-04-24,2024Q2,@datadog/browser-rum,298813
2024-04-25,2024-04-25,2024Q2,@datadog/browser-rum,271788
2024-04-26,2024-04-26,2024Q2,@datadog/browser-rum,238641
2024-04-27,2024-04-27,2024Q2,@datadog/browser-rum,35618
2024-04-28,2024-04-28,2024Q2,@datadog/browser-rum,30087
2024-04-29,2024-04-29,2024Q2,@datadog/browser-rum,273050
2024-04-30,2024-04-30,2024Q2,@datadog/browser-rum,293584
2024-05-01,2024-05-01,2024Q2,@datadog/browser-rum,216811
2024-05-02,2024-05-02,2024Q2,@datadog/browser-rum,270568
2024-05-03,2024-05-03,2024Q2,@datadog/browser-rum,221611
2024-05-04,2024-05-04,2024Q2,@datadog/browser-rum,37756
2024-05-05,2024-05-05,2024Q2,@datadog/browser-rum,29540
2024-05-06,2024-05-06,2024Q2,@datadog/browser-rum,231900
2024-05-07,2024-05-07,2024Q2,@datadog/browser-rum,283068
2024-05-08,2024-05-08,2024Q2,@datadog/browser-rum,270225
2024-05-09,2024-05-09,2024Q2,@datadog/browser-rum,254563
2024-05-10,2024-05-10,2024Q2,@datadog/browser-rum,233765
2024-05-11,2024-05-11,2024Q2,@datadog/browser-rum,42160
2024-05-12,2024-05-12,2024Q2,@datadog/browser-rum,33973
2024-05-13,2024-05-13,2024Q2,@datadog/browser-rum,265999
2024-05-14,2024-05-14,2024Q2,@datadog/browser-rum,281001
2024-05-15,2024-05-15,2024Q2,@datadog/browser-rum,285855
2024-05-16,2024-05-16,2024Q2,@datadog/browser-rum,288843
2024-05-17,2024-05-17,2024Q2,@datadog/browser-rum,239398
2024-05-18,2024-05-18,2024Q2,@datadog/browser-rum,32896
2024-05-19,2024-05-19,2024Q2,@datadog/browser-rum,27979
2024-05-20,2024-05-20,2024Q2,@datadog/browser-rum,234740
2024-05-21,2024-05-21,2024Q2,@datadog/browser-rum,291724
2024-05-22,2024-05-22,2024Q2,@datadog/browser-rum,294450
2024-05-23,2024-05-23,2024Q2,@datadog/browser-rum,280753
2024-05-24,2024-05-24,2024Q2,@datadog/browser-rum,237198
2024-05-25,2024-05-25,2024Q2,@datadog/browser-rum,36493
2024-05-26,2024-05-26,2024Q2,@datadog/browser-rum,32003
2024-05-27,2024-05-27,2024Q2,@datadog/browser-rum,167963
2024-05-28,2024-05-28,2024Q2,@datadog/browser-rum,270113
2024-05-29,2024-05-29,2024Q2,@datadog/browser-rum,283244
2024-05-30,2024-05-30,2024Q2,@datadog/browser-rum,263771
2024-05-31,2024-05-31,2024Q2,@datadog/browser-rum,238968
2024-06-01,2024-06-01,2024Q2,@datadog/browser-rum,38224
2024-06-02,2024-06-02,2024Q2,@datadog/browser-rum,30902
2024-06-03,2024-06-03,2024Q2,@datadog/browser-rum,276536
2024-06-04,2024-06-04,2024Q2,@datadog/browser-rum,285350
2024-06-05,2024-06-05,2024Q2,@datadog/browser-rum,285955
2024-06-06,2024-06-06,2024Q2,@datadog/browser-rum,282357
2024-06-07,2024-06-07,2024Q2,@datadog/browser-rum,234874
2024-06-08,2024-06-08,2024Q2,@datadog/browser-rum,33282
2024-06-09,2024-06-09,2024Q2,@datadog/browser-rum,26142
2024-06-10,2024-06-10,2024Q2,@datadog/browser-rum,262718
2024-06-11,2024-06-11,2024Q2,@datadog/browser-rum,289858
2024-06-12,2024-06-12,2024Q2,@datadog/browser-rum,286807
2024-06-13,2024-06-13,2024Q2,@datadog/browser-rum,287112
2024-06-14,2024-06-14,2024Q2,@datadog/browser-rum,239945
2024-06-15,2024-06-15,2024Q2,@datadog/browser-rum,33965
2024-06-16,2024-06-16,2024Q2,@datadog/browser-rum,29038
2024-06-17,2024-06-17,2024Q2,@datadog/browser-rum,259602
2024-06-18,2024-06-18,2024Q2,@datadog/browser-rum,287567
2024-06-19,2024-06-19,2024Q2,@datadog/browser-rum,221274
2024-06-20,2024-06-20,2024Q2,@datadog/browser-rum,265593
2024-06-21,2024-06-21,2024Q2,@datadog/browser-rum,229937
2024-06-22,2024-06-22,2024Q2,@datadog/browser-rum,32124
2024-06-23,2024-06-23,2024Q2,@datadog/browser-rum,26845
2024-06-24,2024-06-24,2024Q2,@datadog/browser-rum,261280
2024-06-25,2024-06-25,2024Q2,@datadog/browser-rum,296722
2024-06-26,2024-06-26,2024Q2,@datadog/browser-rum,301028
2024-06-27,2024-06-27,2024Q2,@datadog/browser-rum,285851
2024-06-28,2024-06-28,2024Q2,@datadog/browser-rum,226126
2024-06-29,2024-06-29,2024Q2,@datadog/browser-rum,31145
2024-06-30,2024-06-30,2024Q2,@datadog/browser-rum,26675
2024-07-01,2024-07-01,2024Q3,@datadog/browser-rum,256274
2024-07-02,2024-07-02,2024Q3,@datadog/browser-rum,281600
2024-07-03,2024-07-03,2024Q3,@datadog/browser-rum,264161
2024-07-04,2024-07-04,2024Q3,@datadog/browser-rum,173193
2024-07-05,2024-07-05,2024Q3,@datadog/browser-rum,163870
2024-07-06,2024-07-06,2024Q3,@datadog/browser-rum,28107
2024-07-07,2024-07-07,2024Q3,@datadog/browser-rum,26893
2024-07-08,2024-07-08,2024Q3,@datadog/browser-rum,275475
2024-07-09,2024-07-09,2024Q3,@datadog/browser-rum,292448
2024-07-10,2024-07-10,2024Q3,@datadog/browser-rum,291897
2024-07-11,2024-07-11,2024Q3,@datadog/browser-rum,288809
2024-07-12,2024-07-12,2024Q3,@datadog/browser-rum,246291
2024-07-13,2024-07-13,2024Q3,@datadog/browser-rum,33313
2024-07-14,2024-07-14,2024Q3,@datadog/browser-rum,30447
2024-07-15,2024-07-15,2024Q3,@datadog/browser-rum,266546
2024-07-16,2024-07-16,2024Q3,@datadog/browser-rum,305779
2024-07-17,2024-07-17,2024Q3,@datadog/browser-rum,294322
2024-07-18,2024-07-18,2024Q3,@datadog/browser-rum,289759
2024-07-19,2024-07-19,2024Q3,@datadog/browser-rum,244541
2024-07-20,2024-07-20,2024Q3,@datadog/browser-rum,36054
2024-07-21,2024-07-21,2024Q3,@datadog/browser-rum,31967
2024-07-22,2024-07-22,2024Q3,@datadog/browser-rum,282579
2024-07-23,2024-07-23,2024Q3,@datadog/browser-rum,302336
2024-07-24,2024-07-24,2024Q3,@datadog/browser-rum,314253
2024-07-25,2024-07-25,2024Q3,@datadog/browser-rum,292778
2024-07-26,2024-07-26,2024Q3,@datadog/browser-rum,250416
2024-07-27,2024-07-27,2024Q3,@datadog/browser-rum,32313
2024-07-28,2024-07-28,2024Q3,@datadog/browser-rum,29804
2024-07-29,2024-07-29,2024Q3,@datadog/browser-rum,301524
2024-07-30,2024-07-30,2024Q3,@datadog/browser-rum,305916
2024-07-31,2024-07-31,2024Q3,@datadog/browser-rum,305098
2024-08-01,2024-08-01,2024Q3,@datadog/browser-rum,293662
2024-08-02,2024-08-02,2024Q3,@datadog/browser-rum,239707
2024-08-03,2024-08-03,2024Q3,@datadog/browser-rum,34572
2024-08-04,2024-08-04,2024Q3,@datadog/browser-rum,32205
2024-08-05,2024-08-05,2024Q3,@datadog/browser-rum,263560
2024-08-06,2024-08-06,2024Q3,@datadog/browser-rum,300809
2024-08-07,2024-08-07,2024Q3,@datadog/browser-rum,301825
2024-08-08,2024-08-08,2024Q3,@datadog/browser-rum,300320
2024-08-09,2024-08-09,2024Q3,@datadog/browser-rum,258156
2024-08-10,2024-08-10,2024Q3,@datadog/browser-rum,34078
2024-08-11,2024-08-11,2024Q3,@datadog/browser-rum,32451
2024-08-12,2024-08-12,2024Q3,@datadog/browser-rum,267272
2024-08-13,2024-08-13,2024Q3,@datadog/browser-rum,299810
2024-08-14,2024-08-14,2024Q3,@datadog/browser-rum,287603
2024-08-15,2024-08-15,2024Q3,@datadog/browser-rum,248486
2024-08-16,2024-08-16,2024Q3,@datadog/browser-rum,242344
2024-08-17,2024-08-17,2024Q3,@datadog/browser-rum,36977
2024-08-18,2024-08-18,2024Q3,@datadog/browser-rum,34197
2024-08-19,2024-08-19,2024Q3,@datadog/browser-rum,273758
2024-08-20,2024-08-20,2024Q3,@datadog/browser-rum,303484
2024-08-21,2024-08-21,2024Q3,@datadog/browser-rum,295668
2024-08-22,2024-08-22,2024Q3,@datadog/browser-rum,303694
2024-08-23,2024-08-23,2024Q3,@datadog/browser-rum,248176
2024-08-24,2024-08-24,2024Q3,@datadog/browser-rum,35648
2024-08-25,2024-08-25,2024Q3,@datadog/browser-rum,32661
2024-08-26,2024-08-26,2024Q3,@datadog/browser-rum,272682
2024-08-27,2024-08-27,2024Q3,@datadog/browser-rum,316784
2024-08-28,2024-08-28,2024Q3,@datadog/browser-rum,313483
2024-08-29,2024-08-29,2024Q3,@datadog/browser-rum,323808
2024-08-30,2024-08-30,2024Q3,@datadog/browser-rum,245056
2024-08-31,2024-08-31,2024Q3,@datadog/browser-rum,37137
2024-09-01,2024-09-01,2024Q3,@datadog/browser-rum,34752
2024-09-02,2024-09-02,2024Q3,@datadog/browser-rum,181031
2024-09-03,2024-09-03,2024Q3,@datadog/browser-rum,294372
2024-09-04,2024-09-04,2024Q3,@datadog/browser-rum,323338
2024-09-05,2024-09-05,2024Q3,@datadog/browser-rum,310364
2024-09-06,2024-09-06,2024Q3,@datadog/browser-rum,262338
2024-09-07,2024-09-07,2024Q3,@datadog/browser-rum,38130
2024-09-08,2024-09-08,2024Q3,@datadog/browser-rum,34058
2024-09-09,2024-09-09,2024Q3,@datadog/browser-rum,293655
2024-09-10,2024-09-10,2024Q3,@datadog/browser-rum,321416
2024-09-11,2024-09-11,2024Q3,@datadog/browser-rum,312625
2024-09-12,2024-09-12,2024Q3,@datadog/browser-rum,323071
2024-09-13,2024-09-13,2024Q3,@datadog/browser-rum,265872
2024-09-14,2024-09-14,2024Q3,@datadog/browser-rum,37690
2024-09-15,2024-09-15,2024Q3,@datadog/browser-rum,33431
2024-09-16,2024-09-16,2024Q3,@datadog/browser-rum,284943
2024-09-17,2024-09-17,2024Q3,@datadog/browser-rum,310797
2024-09-18,2024-09-18,2024Q3,@datadog/browser-rum,326830
2024-09-19,2024-09-19,2024Q3,@datadog/browser-rum,320219
2024-09-20,2024-09-20,2024Q3,@datadog/browser-rum,267956
2024-09-21,2024-09-21,2024Q3,@datadog/browser-rum,36067
2024-09-22,2024-09-22,2024Q3,@datadog/browser-rum,32389
2024-09-23,2024-09-23,2024Q3,@datadog/browser-rum,304833
2024-09-24,2024-09-24,2024Q3,@datadog/browser-rum,326283
2024-09-25,2024-09-25,2024Q3,@datadog/browser-rum,320919
2024-09-26,2024-09-26,2024Q3,@datadog/browser-rum,319525
2024-09-27,2024-09-27,2024Q3,@datadog/browser-rum,273176
2024-09-28,2024-09-28,2024Q3,@datadog/browser-rum,38457
2024-09-29,2024-09-29,2024Q3,@datadog/browser-rum,34688
2024-09-30,2024-09-30,2024Q3,@datadog/browser-rum,304439
2024-10-01,2024-10-01,2024Q4,@datadog/browser-rum,313024
2024-10-02,2024-10-02,2024Q4,@datadog/browser-rum,301874
2024-10-03,2024-10-03,2024Q4,@datadog/browser-rum,295843
2024-10-04,2024-10-04,2024Q4,@datadog/browser-rum,247759
2024-10-05,2024-10-05,2024Q4,@datadog/browser-rum,34973
2024-10-06,2024-10-06,2024Q4,@datadog/browser-rum,33387
2024-10-07,2024-10-07,2024Q4,@datadog/browser-rum,299761
2024-10-08,2024-10-08,2024Q4,@datadog/browser-rum,317832
2024-10-09,2024-10-09,2024Q4,@datadog/browser-rum,321500
2024-10-10,2024-10-10,2024Q4,@datadog/browser-rum,308665
2024-10-11,2024-10-11,2024Q4,@datadog/browser-rum,250034
2024-10-12,2024-10-12,2024Q4,@datadog/browser-rum,36243
2024-10-13,2024-10-13,2024Q4,@datadog/browser-rum,35187
2024-10-14,2024-10-14,2024Q4,@datadog/browser-rum,242713
2024-10-15,2024-10-15,2024Q4,@datadog/browser-rum,318768
2024-10-16,2024-10-16,2024Q4,@datadog/browser-rum,327765
2024-10-17,2024-10-17,2024Q4,@datadog/browser-rum,319819
2024-10-18,2024-10-18,2024Q4,@datadog/browser-rum,261750
2024-10-19,2024-10-19,2024Q4,@datadog/browser-rum,38863
2024-10-20,2024-10-20,2024Q4,@datadog/browser-rum,36841
2024-10-21,2024-10-21,2024Q4,@datadog/browser-rum,322212
2024-10-22,2024-10-22,2024Q4,@datadog/browser-rum,337779
2024-10-23,2024-10-23,2024Q4,@datadog/browser-rum,339189
2024-10-24,2024-10-24,2024Q4,@datadog/browser-rum,334061
2024-10-25,2024-10-25,2024Q4,@datadog/browser-rum,279667
2024-10-26,2024-10-26,2024Q4,@datadog/browser-rum,51632
2024-10-27,2024-10-27,2024Q4,@datadog/browser-rum,45437
2024-10-28,2024-10-28,2024Q4,@datadog/browser-rum,322780
2024-10-29,2024-10-29,2024Q4,@datadog/browser-rum,345311
2024-10-30,2024-10-30,2024Q4,@datadog/browser-rum,345922
2024-10-31,2024-10-31,2024Q4,@datadog/browser-rum,318637
2024-11-01,2024-11-01,2024Q4,@datadog/browser-rum,239046
2024-11-02,2024-11-02,2024Q4,@datadog/browser-rum,49282
2024-11-03,2024-11-03,2024Q4,@datadog/browser-rum,44922
2024-11-04,2024-11-04,2024Q4,@datadog/browser-rum,306198
2024-11-05,2024-11-05,2024Q4,@datadog/browser-rum,328127
2024-11-06,2024-11-06,2024Q4,@datadog/browser-rum,325237
2024-11-07,2024-11-07,2024Q4,@datadog/browser-rum,343377
2024-11-08,2024-11-08,2024Q4,@datadog/browser-rum,304821
2024-11-09,2024-11-09,2024Q4,@datadog/browser-rum,60013
2024-11-10,2024-11-10,2024Q4,@datadog/browser-rum,46894
2024-11-11,2024-11-11,2024Q4,@datadog/browser-rum,273842
2024-11-12,2024-11-12,2024Q4,@datadog/browser-rum,339054
2024-11-13,2024-11-13,2024Q4,@datadog/browser-rum,356189
2024-11-14,2024-11-14,2024Q4,@datadog/browser-rum,304454
2024-11-15,2024-11-15,2024Q4,@datadog/browser-rum,303355
2024-11-16,2024-11-16,2024Q4,@datadog/browser-rum,61199
2024-11-17,2024-11-17,2024Q4,@datadog/browser-rum,46851
2024-11-18,2024-11-18,2024Q4,@datadog/browser-rum,349283
2024-11-19,2024-11-19,2024Q4,@datadog/browser-rum,376953
2024-11-20,2024-11-20,2024Q4,@datadog/browser-rum,366658
2024-11-21,2024-11-21,2024Q4,@datadog/browser-rum,380054
2024-11-22,2024-11-22,2024Q4,@datadog/browser-rum,334968
2024-11-23,2024-11-23,2024Q4,@datadog/browser-rum,56482
2024-11-24,2024-11-24,2024Q4,@datadog/browser-rum,49509
2024-11-25,2024-11-25,2024Q4,@datadog/browser-rum,344160
2024-11-26,2024-11-26,2024Q4,@datadog/browser-rum,362162
2024-11-27,2024-11-27,2024Q4,@datadog/browser-rum,324221
2024-11-28,2024-11-28,2024Q4,@datadog/browser-rum,235674
2024-11-29,2024-11-29,2024Q4,@datadog/browser-rum,188728
2024-11-30,2024-11-30,2024Q4,@datadog/browser-rum,33377
2024-12-01,2024-12-01,2024Q4,@datadog/browser-rum,43504
2024-12-02,2024-12-02,2024Q4,@datadog/browser-rum,345737
2024-12-03,2024-12-03,2024Q4,@datadog/browser-rum,380348
2024-12-04,2024-12-04,2024Q4,@datadog/browser-rum,371384
2024-12-05,2024-12-05,2024Q4,@datadog/browser-rum,359904
2024-12-06,2024-12-06,2024Q4,@datadog/browser-rum,306970
2024-12-07,2024-12-07,2024Q4,@datadog/browser-rum,46491
2024-12-08,2024-12-08,2024Q4,@datadog/browser-rum,36670
2024-12-09,2024-12-09,2024Q4,@datadog/browser-rum,344217
2024-12-10,2024-12-10,2024Q4,@datadog/browser-rum,376961
2024-12-11,2024-12-11,2024Q4,@datadog/browser-rum,357251
2024-12-12,2024-12-12,2024Q4,@datadog/browser-rum,354636
2024-12-13,2024-12-13,2024Q4,@datadog/browser-rum,299903
2024-12-14,2024-12-14,2024Q4,@datadog/browser-rum,45554
2024-12-15,2024-12-15,2024Q4,@datadog/browser-rum,41747
2024-12-16,2024-12-16,2024Q4,@datadog/browser-rum,337853
2024-12-17,2024-12-17,2024Q4,@datadog/browser-rum,351951
